"","Name","Class","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"963","Ziggs","Mage","MID","B",46.91,"-0.31",0.5108,0.5555,0.0152,0.0029,2.48,"13_5"
"964","Ziggs","Mage","SUPPORT","D",36.03,"0.95",0.4681,0.1398,0.0039,0.0032,1.95,"13_5"
"965","Ziggs","Mage","ADC","D",25.81,"-13.35",0.5101,0.2957,0.0072,0.0029,2.57,"13_5"
"966","Zilean","Support","MID","A",48.59,"-4.19",0.5117,0.1301,0.0033,0.0091,3.44,"13_5"
"967","Zilean","Support","SUPPORT","A",48.56,"3.6",0.5052,0.8283,0.0218,0.0091,2.95,"13_5"
"968","Zoe","Mage","MID","A",48.63,"1.5",0.4965,0.859,0.0311,0.0195,2.52,"13_5"
"969","Zoe","Mage","SUPPORT","C",38.48,"8.74",0.4802,0.1233,0.0042,0.0195,2.08,"13_5"
"970","Zyra","Mage","SUPPORT","B",47.45,"-0.03",0.5035,0.9171,0.0318,0.0199,2.12,"13_5"
"971","Aatrox","Fighter","TOP","A",53.42,"-0.83",0.4793,0.9171,0.0509,0.0503,1.76,"13_6"
"972","Ahri","Mage","MID","God",71.47,"9.65",0.5117,0.9535,0.0846,0.0276,2.68,"13_6"
"973","Akali","Assassin","MID","S",54.8,"2.53",0.4737,0.7301,0.0579,0.0972,2.27,"13_6"
"974","Akali","Assassin","TOP","D",36.77,"1.48",0.4547,0.2588,0.0194,0.0972,1.96,"13_6"
"975","Akshan","Marksman","MID","A",48.56,"0.24",0.5198,0.6474,0.0231,0.0342,2.27,"13_6"
"976","Akshan","Marksman","TOP","C",42.6,"1.49",0.5139,0.2676,0.0085,0.0342,2,"13_6"
"977","Alistar","Tank","SUPPORT","B",46.89,"-1.87",0.5003,0.878,0.0258,0.0078,2.43,"13_6"
"978","Amumu","Tank","JUNGLE","A",47.97,"-0.71",0.5121,0.5784,0.0277,0.0298,2.63,"13_6"
"979","Amumu","Tank","SUPPORT","B",44.91,"-0.84",0.5039,0.4058,0.016,0.0298,2.06,"13_6"
"980","Anivia","Mage","MID","A",53.05,"1.12",0.5235,0.8284,0.0248,0.037,2.93,"13_6"
"981","Anivia","Mage","SUPPORT","D",37.01,"2.12",0.4646,0.1107,0.0027,0.0359,2.18,"13_6"
"982","Annie","Mage","MID","S",57.18,"-0.84",0.5279,0.5127,0.0375,0.0877,2.49,"13_6"
"983","Annie","Mage","SUPPORT","A",54.21,"-2.38",0.5284,0.455,0.0366,0.0877,2.64,"13_6"
"984","Aphelios","Marksman","ADC","D",36.78,"5.38",0.4796,0.9757,0.0631,0.0077,2.01,"13_6"
"985","Ashe","Marksman","ADC","A",52.22,"15.48",0.5167,0.7093,0.0773,0.0307,2.42,"13_6"
"986","Ashe","Marksman","SUPPORT","C",41.4,"-3.8",0.4711,0.2626,0.0277,0.0307,2.13,"13_6"
"987","Aurelion Sol","Mage","MID","God",82.04,"-12.01",0.5091,0.8818,0.0775,0.3409,2.6,"13_6"
"988","Azir","Mage","MID","D",27.55,"-7.36",0.4278,0.8593,0.0146,0.0036,1.96,"13_6"
"989","Bard","Support","SUPPORT","B",47.81,"0.91",0.5006,0.9577,0.0187,0.0029,2.97,"13_6"
"990","Bel'Veth","Fighter","JUNGLE","A",48.9,"-1.86",0.5125,0.9199,0.0341,0.0588,2.38,"13_6"
"991","Blitzcrank","Tank","SUPPORT","S",59.48,"-2.11",0.5174,0.9695,0.0773,0.2115,2.45,"13_6"
"992","Brand","Mage","SUPPORT","B",46.44,"0.6",0.5075,0.7541,0.028,0.0351,1.82,"13_6"
"993","Brand","Mage","MID","C",40.09,"-1.83",0.51,0.18,0.0074,0.0386,2.06,"13_6"
"994","Braum","Support","SUPPORT","B",46.63,"-1.19",0.4986,0.9797,0.0177,0.003,2.76,"13_6"
"995","Caitlyn","Marksman","ADC","God",68.42,"-11.52",0.4886,0.9574,0.1436,0.128,2.16,"13_6"
"996","Camille","Fighter","TOP","A",53.99,"-2.31",0.5012,0.9406,0.0417,0.0221,1.95,"13_6"
"997","Cassiopeia","Mage","MID","A",50.53,"1.39",0.5254,0.7896,0.0262,0.0275,2.24,"13_6"
"998","Cassiopeia","Mage","TOP","C",42.27,"3.74",0.5215,0.1362,0.0049,0.0275,1.97,"13_6"
"999","Cho'Gath","Tank","TOP","S",58.88,"-0.34",0.5219,0.6487,0.042,0.018,2.14,"13_6"
"1000","Cho'Gath","Tank","MID","B",46.51,"0.19",0.5302,0.1653,0.01,0.018,2.47,"13_6"
"1001","Corki","Marksman","MID","D",35.71,"-1.02",0.4795,0.8881,0.0091,0.0017,2.17,"13_6"
"1002","Darius","Fighter","TOP","God",76.16,"-14.73",0.4894,0.9371,0.0813,0.2089,1.83,"13_6"
"1003","Diana","Fighter","JUNGLE","A",52.38,"1.53",0.5072,0.6985,0.0497,0.0301,2.44,"13_6"
"1004","Diana","Fighter","MID","B",44.94,"-0.83",0.5077,0.2809,0.0214,0.0301,2.09,"13_6"
"1005","Dr. Mundo","Marksman","TOP","A",53.2,"3.06",0.522,0.7597,0.0306,0.03,1.94,"13_6"
"1006","Dr. Mundo","Marksman","JUNGLE","B",43.78,"0",0.5206,0.1987,0.0074,0.03,2.64,"13_6"
"1007","Draven","Fighter","ADC","B",44.22,"-3.73",0.4906,0.956,0.0615,0.2105,2.08,"13_6"
"1008","Ekko","Assassin","JUNGLE","S",57.27,"0.57",0.5086,0.6971,0.0592,0.0513,2.73,"13_6"
"1009","Ekko","Assassin","MID","B",45.4,"-1.19",0.5006,0.2784,0.0234,0.0513,2.26,"13_6"
"1010","Elise","Mage","JUNGLE","B",46.19,"-2.33",0.4964,0.95,0.0293,0.0546,2.73,"13_6"
"1011","Evelynn","Assassin","JUNGLE","A",52.02,"0.07",0.499,0.9756,0.0428,0.0928,2.9,"13_6"
"1012","Ezreal","Marksman","ADC","S",64.14,"-15.05",0.4818,0.9298,0.1469,0.0305,2.35,"13_6"
"1013","Fiddlesticks","Mage","JUNGLE","A",52.97,"1.52",0.5226,0.8618,0.0351,0.0368,2.78,"13_6"
"1014","Fiora","Fighter","TOP","God",65.45,"-5.14",0.5061,0.9739,0.0607,0.1423,1.72,"13_6"
"1015","Fizz","Assassin","MID","S",58.4,"2.48",0.5077,0.9538,0.0518,0.0581,2.45,"13_6"
"1016","Galio","Tank","MID","A",50.06,"2.68",0.5127,0.8136,0.0248,0.0047,2.76,"13_6"
"1017","Galio","Tank","SUPPORT","B",44.84,"5.84",0.5057,0.1383,0.0039,0.0047,2.44,"13_6"
"1018","Gangplank","Fighter","TOP","S",54.67,"-9.56",0.4833,0.7902,0.0481,0.082,1.94,"13_6"
"1019","Gangplank","Fighter","MID","D",35.63,"-7.04",0.4721,0.1968,0.0124,0.082,2.1,"13_6"
"1020","Garen","Fighter","TOP","A",54.44,"-1.17",0.5,0.8523,0.0432,0.0131,1.99,"13_6"
"1021","Gnar","Fighter","TOP","B",46.21,"0.02",0.4805,0.9686,0.0341,0.0052,1.86,"13_6"
"1022","Gragas","Fighter","JUNGLE","S",58.53,"0.45",0.5035,0.5412,0.0608,0.0607,2.97,"13_6"
"1023","Gragas","Fighter","TOP","A",50.88,"0.93",0.4933,0.2888,0.0326,0.0607,2.2,"13_6"
"1024","Gragas","Fighter","MID","B",44.98,"-2.6",0.5071,0.1359,0.0148,0.0607,2.56,"13_6"
"1025","Graves","Marksman","JUNGLE","B",45.73,"-2.28",0.4851,0.8734,0.0398,0.0143,2.57,"13_6"
"1026","Gwen","Fighter","TOP","A",50.37,"4.77",0.507,0.8817,0.0335,0.0123,1.76,"13_6"
"1027","Hecarim","Fighter","JUNGLE","S",61.73,"4.72",0.4934,0.9859,0.0795,0.1117,2.67,"13_6"
"1028","Heimerdinger","Mage","SUPPORT","B",43.89,"-0.86",0.4999,0.4979,0.015,0.0234,2,"13_6"
"1029","Heimerdinger","Mage","MID","B",43.35,"-1.42",0.5305,0.2355,0.0074,0.0234,1.99,"13_6"
"1030","Heimerdinger","Mage","TOP","C",38.82,"1.76",0.5103,0.1715,0.0054,0.0241,1.68,"13_6"
"1031","Heimerdinger","Mage","ADC","D",35.69,"0",0.5469,0.1011,0.0026,0.0234,2.18,"13_6"
"1032","Illaoi","Fighter","TOP","S",59.3,"-6.77",0.5044,0.9421,0.0528,0.1147,1.45,"13_6"
"1033","Irelia","Fighter","TOP","A",53.4,"-4.93",0.492,0.4867,0.043,0.1438,1.59,"13_6"
"1034","Irelia","Fighter","MID","A",51.74,"2.87",0.4944,0.4968,0.0444,0.1438,1.8,"13_6"
"1035","Ivern","Support","JUNGLE","C",39.51,"1.16",0.476,0.8089,0.0099,0.0038,3.38,"13_6"
"1036","Ivern","Support","SUPPORT","D",30.37,"-2.95",0.4216,0.1051,0.0011,0.0033,2.39,"13_6"
"1037","Janna","Support","SUPPORT","A",50.43,"1.99",0.5083,0.9702,0.0239,0.0045,3.15,"13_6"
"1038","Jarvan IV","Tank","JUNGLE","God",81.55,"-0.11",0.5334,0.9356,0.1028,0.1392,3.37,"13_6"
"1039","Jax","Fighter","TOP","God",75.55,"-12.93",0.5108,0.8586,0.0783,0.1624,1.71,"13_6"
"1040","Jax","Fighter","JUNGLE","D",36.91,"-1.32",0.4894,0.1204,0.0116,0.1572,2.15,"13_6"
"1041","Jayce","Fighter","TOP","S",61.46,"-3.72",0.4964,0.7555,0.0614,0.0399,1.82,"13_6"
"1042","Jayce","Fighter","MID","B",44.49,"-2.12",0.5092,0.2282,0.018,0.0399,2.18,"13_6"
"1043","Jhin","Marksman","ADC","God",65.89,"-6.38",0.5059,0.9541,0.1215,0.0285,2.89,"13_6"
"1044","Jinx","Marksman","ADC","God",93.63,"-0.7",0.5165,0.9894,0.2154,0.0591,2.37,"13_6"
"1045","K'Sante","Fighter","TOP","A",50.52,"2.43",0.458,0.874,0.0518,0.0426,1.9,"13_6"
"1046","K'Sante","Fighter","MID","D",31.1,"0",0.462,0.1036,0.0064,0.0426,2.03,"13_6"
"1047","Kai'Sa","Marksman","ADC","God",72.5,"-17.58",0.502,0.9396,0.1585,0.0288,2.45,"13_6"
"1048","Kalista","Marksman","ADC","D",25.43,"2.34",0.4748,0.8648,0.022,0.0055,2.2,"13_6"
"1049","Karma","Mage","SUPPORT","A",51.77,"0.27",0.4901,0.8653,0.0657,0.0156,2.74,"13_6"
"1050","Karthus","Mage","JUNGLE","C",41.19,"-0.1",0.492,0.6261,0.0205,0.0235,2.47,"13_6"
"1051","Karthus","Mage","MID","D",37.25,"-2.62",0.4969,0.1028,0.0032,0.0235,2.28,"13_6"
"1052","Karthus","Mage","ADC","D",35.59,"7.67",0.5364,0.205,0.0077,0.0235,2.29,"13_6"
"1053","Kassadin","Assassin","MID","B",46.15,"-0.56",0.4941,0.9633,0.0241,0.0849,2.51,"13_6"
"1054","Katarina","Assassin","MID","God",72.75,"16.27",0.4883,0.9513,0.0969,0.0972,2.3,"13_6"
"1055","Kayle","Fighter","TOP","A",49.04,"-0.7",0.5117,0.8269,0.0279,0.0064,1.8,"13_6"
"1056","Kayle","Fighter","MID","C",39.09,"-4.84",0.5091,0.1412,0.0041,0.0064,2.15,"13_6"
"1057","Kayn","Fighter","JUNGLE","God",67.91,"-0.3",0.5043,0.971,0.0986,0.095,2.42,"13_6"
"1058","Kennen","Mage","TOP","A",48.87,"0.96",0.5034,0.794,0.0277,0.0148,2.03,"13_6"
"1059","Kennen","Mage","MID","B",47.76,"0.22",0.5468,0.1668,0.0056,0.0148,2.45,"13_6"
"1060","Kha'Zix","Assassin","JUNGLE","A",49.65,"1.14",0.4985,0.9804,0.045,0.0163,2.54,"13_6"
"1061","Kindred","Marksman","JUNGLE","B",47.01,"-0.16",0.4996,0.944,0.039,0.0411,2.24,"13_6"
"1062","Kled","Fighter","TOP","A",50.77,"-1.11",0.5097,0.8688,0.0265,0.0186,2.26,"13_6"
"1063","Kled","Fighter","MID","B",46.31,"0",0.5408,0.1074,0.0029,0.0186,2.58,"13_6"
"1064","Kog'Maw","Marksman","ADC","D",34.27,"7.86",0.5193,0.8725,0.0183,0.0035,2.22,"13_6"
"1065","LeBlanc","Assassin","MID","S",58.07,"2.74",0.488,0.9217,0.0532,0.0839,2.85,"13_6"
"1066","Lee Sin","Fighter","JUNGLE","God",92.82,"-0.78",0.496,0.926,0.1701,0.1309,2.78,"13_6"
"1067","Leona","Tank","SUPPORT","A",49.82,"-0.39",0.507,0.9831,0.04,0.0355,2.35,"13_6"
"1068","Lillia","Fighter","JUNGLE","B",44.43,"-2.53",0.4988,0.8324,0.0236,0.0107,2.7,"13_6"
"1069","Lillia","Fighter","TOP","C",38.39,"2.12",0.5045,0.1263,0.0034,0.0107,1.95,"13_6"
"1070","Lissandra","Mage","MID","A",51.12,"0.83",0.508,0.9417,0.0337,0.0118,2.48,"13_6"
"1071","Lucian","Marksman","ADC","B",45.52,"1.36",0.4968,0.9136,0.0733,0.0188,2.28,"13_6"
"1072","Lulu","Support","SUPPORT","S",56.53,"-2.87",0.4889,0.9764,0.0885,0.0823,2.98,"13_6"
"1073","Lux","Mage","MID","S",60.62,"2.93",0.5065,0.301,0.0482,0.1147,2.91,"13_6"
"1074","Lux","Mage","SUPPORT","S",60.58,"-7.72",0.4968,0.6703,0.1121,0.1147,2.41,"13_6"
"1075","Malphite","Tank","TOP","God",97.15,"6.83",0.5303,0.7865,0.1061,0.1558,2.53,"13_6"
"1076","Malzahar","Mage","MID","A",54.51,"3.73",0.5256,0.906,0.0356,0.0409,2.31,"13_6"
"1077","Maokai","Tank","SUPPORT","B",47.56,"0.2",0.5201,0.336,0.0119,0.0178,2.21,"13_6"
"1078","Maokai","Tank","JUNGLE","B",46.01,"1.3",0.5106,0.4827,0.0172,0.0178,2.92,"13_6"
"1079","Maokai","Tank","TOP","B",43.5,"11.8",0.5154,0.1676,0.0058,0.0178,2.33,"13_6"
"1080","Master Yi","Assassin","JUNGLE","S",61.68,"3.5",0.5032,0.9308,0.0755,0.1633,2.09,"13_6"
"1081","Milio","Support","SUPPORT","God",94.08,"0",0.5075,0.9696,0.2437,0.2886,3.23,"13_6"
"1082","Miss Fortune","Marksman","ADC","A",53.19,"-6.85",0.5049,0.89,0.0939,0.0224,2.23,"13_6"
"1083","Mordekaiser","Fighter","TOP","God",71.67,"-5.59",0.5093,0.8443,0.0715,0.1191,1.89,"13_6"
"1084","Morgana","Mage","SUPPORT","S",54.76,"-4.75",0.4995,0.8893,0.0595,0.2591,2.45,"13_6"
"1085","Nami","Support","SUPPORT","A",52.82,"-2.38",0.4971,0.9949,0.0569,0.0105,3.07,"13_6"
"1086","Nasus","Fighter","TOP","A",54.03,"-5.79",0.4948,0.8156,0.0438,0.0403,1.92,"13_6"
"1087","Nasus","Fighter","MID","C",38.12,"-5.1",0.5037,0.1007,0.0038,0.0403,2.16,"13_6"
"1088","Nautilus","Tank","SUPPORT","S",55.99,"-5.1",0.503,0.947,0.0826,0.1083,2.33,"13_6"
"1089","Neeko","Mage","SUPPORT","B",46.01,"5.81",0.5193,0.2221,0.0044,0.0035,2.1,"13_6"
"1090","Neeko","Mage","MID","C",42.39,"-5.56",0.5074,0.5744,0.0127,0.0035,2.26,"13_6"
"1091","Neeko","Mage","TOP","D",36.13,"1.1",0.4971,0.1382,0.002,0.0035,1.9,"13_6"
"1092","Nidalee","Assassin","JUNGLE","B",44.44,"-2.72",0.4757,0.9,0.0364,0.029,2.81,"13_6"
"1093","Nilah","Marksman","ADC","D",37.29,"-1.41",0.52,0.959,0.027,0.0389,2.24,"13_6"
"1094","Nocturne","Assassin","JUNGLE","S",56.68,"-2.16",0.5201,0.9524,0.0511,0.0389,2.67,"13_6"
"1095","Nunu","Tank","JUNGLE","A",47.95,"-1.93",0.4892,0.9212,0.0423,0.0159,2.71,"13_6"
"1096","Olaf","Fighter","TOP","S",60.23,"-2.36",0.5288,0.8725,0.0434,0.0707,1.85,"13_6"
"1097","Olaf","Fighter","JUNGLE","D",35.66,"-3.8",0.4929,0.1047,0.005,0.0707,2.22,"13_6"
"1098","Orianna","Mage","MID","A",49.79,"1.35",0.5141,0.9287,0.0236,0.0019,2.75,"13_6"
"1099","Ornn","Tank","TOP","A",53.31,"0.19",0.5078,0.9293,0.0316,0.0048,2.42,"13_6"
"1100","Pantheon","Fighter","MID","A",54.47,"3.5",0.5287,0.3524,0.0336,0.0396,2.35,"13_6"
"1101","Pantheon","Fighter","TOP","A",52.34,"2.65",0.5107,0.3468,0.0315,0.0396,2.08,"13_6"
"1102","Pantheon","Fighter","SUPPORT","C",41.4,"0.44",0.4835,0.1906,0.0183,0.0396,1.91,"13_6"
"1103","Poppy","Tank","TOP","B",43.13,"-0.39",0.5063,0.4524,0.0121,0.0079,2.1,"13_6"
"1104","Poppy","Tank","JUNGLE","C",41.75,"-0.44",0.5025,0.4441,0.0118,0.0079,2.69,"13_6"
"1105","Pyke","Support","SUPPORT","A",51.42,"-6.2",0.4874,0.9464,0.0718,0.1273,2.16,"13_6"
"1106","Qiyana","Assassin","MID","B",43.94,"-1.56",0.4858,0.8294,0.0298,0.0102,2.09,"13_6"
"1107","Qiyana","Assassin","JUNGLE","D",26.59,"-2.28",0.4475,0.1202,0.0039,0.0102,2.25,"13_6"
"1108","Quinn","Marksman","TOP","B",43.71,"2.11",0.5178,0.7623,0.0113,0.0051,1.88,"13_6"
"1109","Quinn","Marksman","MID","C",40.88,"1.08",0.5234,0.1257,0.0018,0.0051,2.17,"13_6"
"1110","Rakan","Support","SUPPORT","S",61.59,"-3.06",0.5238,0.9867,0.0889,0.0301,2.97,"13_6"
"1111","Rammus","Tank","JUNGLE","S",55.14,"0.49",0.5281,0.8111,0.0307,0.0891,3.14,"13_6"
"1112","Rammus","Tank","TOP","C",41.37,"0.89",0.5231,0.1521,0.0046,0.0891,1.76,"13_6"
"1113","Rek'Sai","Fighter","JUNGLE","C",40.94,"2.43",0.5003,0.9406,0.0138,0.0072,2.51,"13_6"
"1114","Rell","Tank","SUPPORT","B",47.18,"-1.01",0.5119,0.9761,0.0133,0.0031,2.45,"13_6"
"1115","Renata Glasc","Support","SUPPORT","A",49.58,"1",0.5138,0.9881,0.0216,0.0079,2.72,"13_6"
"1116","Renekton","Fighter","TOP","B",45.94,"-3.88",0.4702,0.8542,0.0387,0.0251,1.75,"13_6"
"1117","Renekton","Fighter","MID","D",35.5,"-5.77",0.4899,0.1306,0.0059,0.0251,1.97,"13_6"
"1118","Rengar","Assassin","JUNGLE","B",46.41,"-0.24",0.4959,0.7612,0.0358,0.0745,2.36,"13_6"
"1119","Rengar","Assassin","TOP","C",41.54,"0.74",0.5026,0.2084,0.0102,0.0745,2,"13_6"
"1120","Riven","Fighter","TOP","S",58.41,"-7.13",0.5028,0.8991,0.0526,0.0206,1.87,"13_6"
"1121","Rumble","Fighter","MID","B",45.04,"-2.68",0.5141,0.3948,0.0135,0.0147,2.5,"13_6"
"1122","Rumble","Fighter","TOP","C",41.96,"2.97",0.4915,0.4769,0.0151,0.0147,2.14,"13_6"
"1123","Rumble","Fighter","JUNGLE","D",35.94,"2.74",0.4829,0.102,0.0035,0.0147,2.76,"13_6"
"1124","Ryze","Mage","MID","B",42.74,"-1.84",0.4903,0.8398,0.0207,0.0041,2.37,"13_6"
"1125","Ryze","Mage","TOP","C",38.56,"8.97",0.5042,0.1374,0.0034,0.0041,1.99,"13_6"
"1126","Samira","Marksman","ADC","A",49.72,"-7.89",0.5055,0.9763,0.0674,0.1827,2.25,"13_6"
"1127","Sejuani","Tank","JUNGLE","A",53.77,"-0.41",0.5062,0.838,0.042,0.0128,3.24,"13_6"
"1128","Sejuani","Tank","TOP","C",40.94,"1.89",0.502,0.1189,0.0055,0.0128,2.34,"13_6"
"1129","Senna","Marksman","SUPPORT","S",58.52,"-1.75",0.5184,0.9199,0.0831,0.0292,2.61,"13_6"
"1130","Seraphine","Mage","SUPPORT","A",49,"1.13",0.4971,0.6619,0.0433,0.013,2.49,"13_6"
"1131","Seraphine","Mage","MID","B",46.19,"1.35",0.5183,0.1162,0.007,0.013,3.07,"13_6"
"1132","Seraphine","Mage","ADC","C",39.91,"5.53",0.5293,0.2166,0.011,0.013,3.02,"13_6"
"1133","Sett","Fighter","TOP","S",63.92,"-9.57",0.5001,0.8488,0.0666,0.0409,1.74,"13_6"
"1134","Shaco","Assassin","JUNGLE","S",56.49,"2",0.4879,0.8114,0.0589,0.1732,2.72,"13_6"
"1135","Shaco","Assassin","SUPPORT","C",41.38,"-0.21",0.483,0.125,0.0088,0.1732,2.25,"13_6"
"1136","Shen","Tank","TOP","S",63.06,"-2.8",0.5142,0.8532,0.0441,0.0077,3.02,"13_6"
"1137","Shyvana","Fighter","JUNGLE","B",42.87,"0.98",0.5058,0.8279,0.0163,0.0034,2.54,"13_6"
"1138","Shyvana","Fighter","TOP","C",37.97,"6.65",0.5057,0.1048,0.0021,0.0035,1.94,"13_6"
"1139","Singed","Tank","MID","A",52.33,"0.08",0.5633,0.1616,0.0043,0.0057,2.89,"13_6"
"1140","Singed","Tank","TOP","A",50.4,"2.25",0.5324,0.7449,0.0182,0.0057,2.09,"13_6"
"1141","Sion","Tank","TOP","S",64.57,"-0.3",0.5115,0.8339,0.0654,0.0232,1.72,"13_6"
"1142","Sivir","Marksman","ADC","C",39.89,"-4.91",0.5015,0.9835,0.0465,0.0092,2.44,"13_6"
"1143","Skarner","Fighter","JUNGLE","B",44.93,"-2.43",0.5188,0.7797,0.0095,0.0019,2.83,"13_6"
"1144","Skarner","Fighter","TOP","D",30.61,"-1.63",0.4617,0.1907,0.0019,0.0018,2.08,"13_6"
"1145","Sona","Support","SUPPORT","A",49.44,"-0.81",0.5068,0.9745,0.0265,0.0017,2.83,"13_6"
"1146","Soraka","Support","SUPPORT","A",51.58,"1.08",0.5088,0.9597,0.0409,0.0147,2.78,"13_6"
"1147","Swain","Mage","MID","A",48.02,"-0.96",0.5252,0.2666,0.0114,0.0272,2.86,"13_6"
"1148","Swain","Mage","SUPPORT","B",47.73,"-1.03",0.5018,0.5656,0.0298,0.0272,2.41,"13_6"
"1149","Sylas","Mage","MID","God",65.76,"4.87",0.5011,0.5621,0.071,0.1429,2.18,"13_6"
"1150","Sylas","Mage","JUNGLE","A",48.78,"-3.38",0.4919,0.3306,0.0415,0.1429,2.46,"13_6"
"1151","Syndra","Mage","MID","A",52.18,"0.81",0.4969,0.9288,0.0443,0.0229,2.28,"13_6"
"1152","Tahm Kench","Support","TOP","B",47.82,"1.74",0.5059,0.6434,0.0181,0.0075,2.5,"13_6"
"1153","Tahm Kench","Support","SUPPORT","C",39.73,"-1.07",0.4753,0.2501,0.0055,0.0075,2.35,"13_6"
"1154","Taliyah","Mage","MID","B",43.55,"-2.23",0.5033,0.7103,0.0176,0.0045,2.29,"13_6"
"1155","Taliyah","Mage","JUNGLE","C",38.13,"-5.79",0.4951,0.1919,0.005,0.0045,2.65,"13_6"
"1156","Talon","Assassin","MID","A",51.8,"4.94",0.5002,0.7198,0.0427,0.0287,2.18,"13_6"
"1157","Talon","Assassin","JUNGLE","C",38.08,"2.91",0.4862,0.2525,0.0156,0.0287,2.36,"13_6"
"1158","Taric","Support","SUPPORT","A",49.58,"-1.04",0.5198,0.8714,0.0134,0.003,2.76,"13_6"
"1159","Teemo","Marksman","TOP","S",57.91,"-1.18",0.5152,0.7468,0.0442,0.067,1.74,"13_6"
"1160","Thresh","Support","SUPPORT","God",69.76,"-6.9",0.5063,0.9741,0.1669,0.0875,2.61,"13_6"
"1161","Tristana","Marksman","ADC","B",45.67,"-2.78",0.5019,0.7317,0.0671,0.0385,2.32,"13_6"
"1162","Tristana","Marksman","MID","B",44.82,"-3.16",0.5169,0.2248,0.0168,0.0385,2.08,"13_6"
"1163","Trundle","Fighter","JUNGLE","B",46.33,"3.34",0.5215,0.7198,0.0138,0.0076,2.76,"13_6"
"1164","Trundle","Fighter","TOP","D",30.91,"1.73",0.4736,0.2314,0.0044,0.008,1.55,"13_6"
"1165","Tryndamere","Fighter","TOP","C",42.66,"-0.15",0.4884,0.7508,0.0235,0.0238,1.72,"13_6"
"1166","Tryndamere","Fighter","MID","C",39.36,"-4.13",0.5121,0.1633,0.0044,0.0238,2.07,"13_6"
"1167","Twisted Fate","Mage","MID","B",43.13,"-1.67",0.4839,0.9184,0.0251,0.0017,2.37,"13_6"
"1168","Twitch","Marksman","ADC","B",44.47,"0.94",0.5166,0.7,0.0476,0.0771,2.44,"13_6"
"1169","Twitch","Marksman","SUPPORT","C",39.32,"-0.71",0.4732,0.1955,0.0129,0.0771,2,"13_6"
"1170","Udyr","Fighter","JUNGLE","A",48.27,"-0.77",0.5059,0.8608,0.0322,0.0669,2.6,"13_6"
"1171","Udyr","Fighter","TOP","D",34.25,"3.03",0.4845,0.1252,0.0046,0.0645,1.76,"13_6"
"1172","Urgot","Fighter","TOP","B",45.11,"1.48",0.4935,0.9095,0.0249,0.0106,1.91,"13_6"
"1173","Varus","Marksman","ADC","B",45.98,"-2.33",0.5,0.866,0.0697,0.0168,2.4,"13_6"
"1174","Vayne","Marksman","ADC","A",52.6,"20",0.5072,0.793,0.0879,0.0764,2.14,"13_6"
"1175","Vayne","Marksman","TOP","B",44.64,"5.96",0.5094,0.1786,0.0195,0.0764,1.61,"13_6"
"1176","Veigar","Mage","MID","God",69.06,"3.28",0.5027,0.6295,0.0754,0.1512,2.36,"13_6"
"1177","Veigar","Mage","ADC","B",45.15,"-5.65",0.5298,0.2881,0.0332,0.1512,2.63,"13_6"
"1178","Vel'Koz","Mage","SUPPORT","B",45.68,"0.68",0.5061,0.6241,0.0163,0.0043,2.18,"13_6"
"1179","Vel'Koz","Mage","MID","B",43.2,"-2.35",0.5124,0.3288,0.008,0.0043,2.6,"13_6"
"1180","Vex","Mage","MID","A",53.97,"1.16",0.5118,0.9419,0.0391,0.0462,2.42,"13_6"
"1181","Vi","Fighter","JUNGLE","S",62.82,"0.25",0.517,0.9548,0.0762,0.0461,2.54,"13_6"
"1182","Viego","Assassin","JUNGLE","S",57.19,"-4.91",0.4865,0.9457,0.081,0.031,2.4,"13_6"
"1183","Viktor","Mage","MID","S",58.86,"2.51",0.5148,0.9533,0.0528,0.0306,2.33,"13_6"
"1184","Vladimir","Mage","MID","A",53.25,"1.13",0.5083,0.7457,0.0384,0.0522,2.44,"13_6"
"1185","Vladimir","Mage","TOP","C",40.59,"3.27",0.4932,0.2376,0.0112,0.0522,2.1,"13_6"
"1186","Volibear","Fighter","JUNGLE","B",44.87,"-2.2",0.5146,0.4345,0.0157,0.0078,2.63,"13_6"
"1187","Volibear","Fighter","TOP","C",39.26,"2.78",0.4845,0.5278,0.0176,0.0078,1.71,"13_6"
"1188","Warwick","Fighter","JUNGLE","A",49.41,"-0.27",0.5015,0.637,0.0442,0.0609,2.21,"13_6"
"1189","Warwick","Fighter","TOP","C",41.77,"0.03",0.4946,0.3355,0.0168,0.0609,1.79,"13_6"
"1190","Wukong","Fighter","JUNGLE","God",71.93,"5.98",0.524,0.8902,0.091,0.0927,2.86,"13_6"
"1191","Xayah","Marksman","ADC","God",73.99,"-15.5",0.5069,0.9901,0.139,0.1313,2.44,"13_6"
"1192","Xerath","Mage","SUPPORT","A",48.89,"1.09",0.505,0.6914,0.0315,0.0301,2.53,"13_6"
"1193","Xerath","Mage","MID","B",45.7,"-2.52",0.5012,0.2792,0.0121,0.0301,3.2,"13_6"
"1194","Xin Zhao","Fighter","JUNGLE","B",45.09,"-1.36",0.5062,0.8836,0.0285,0.0043,2.29,"13_6"
"1195","Yasuo","Fighter","MID","God",79.07,"10.97",0.4869,0.7238,0.1089,0.1695,1.7,"13_6"
"1196","Yasuo","Fighter","TOP","C",41.56,"1.69",0.4741,0.1717,0.0255,0.1695,1.46,"13_6"
