"","Name","Class","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"1197","Yone","Assassin","MID","S",60.83,"4.25",0.4937,0.6205,0.0701,0.0841,1.86,"13_6"
"1198","Yone","Assassin","TOP","A",48.13,"-2.94",0.4849,0.3473,0.0367,0.0841,1.63,"13_6"
"1199","Yorick","Fighter","TOP","B",47.68,"1.01",0.4999,0.9058,0.033,0.0427,1.46,"13_6"
"1200","Yuumi","Support","SUPPORT","S",63.84,"-32.79",0.4813,0.9892,0.0878,0.2872,4.37,"13_6"
"1201","Zac","Tank","JUNGLE","S",54.91,"-2.46",0.5113,0.7502,0.0355,0.0573,3.53,"13_6"
"1202","Zac","Tank","TOP","A",47.85,"4.01",0.5255,0.1259,0.0057,0.0551,2.76,"13_6"
"1203","Zed","Assassin","MID","God",87.36,"13.28",0.4875,0.7795,0.1004,0.321,2.21,"13_6"
"1204","Zed","Assassin","JUNGLE","C",38.48,"2.68",0.4668,0.1668,0.0208,0.321,2.35,"13_6"
"1205","Zeri","Marksman","ADC","God",64.9,"-2.3",0.5096,0.9677,0.1092,0.1021,2.6,"13_6"
"1206","Ziggs","Mage","SUPPORT","B",44.52,"8.49",0.5131,0.1206,0.0032,0.0031,2.01,"13_6"
"1207","Ziggs","Mage","MID","C",42.15,"-4.76",0.4988,0.5718,0.015,0.0029,2.36,"13_6"
"1208","Ziggs","Mage","ADC","D",32.92,"7.11",0.5185,0.2937,0.0069,0.0029,2.51,"13_6"
"1209","Zilean","Support","SUPPORT","A",48.33,"-0.22",0.5015,0.8094,0.0196,0.0082,3.04,"13_6"
"1210","Zilean","Support","MID","B",47.55,"-1.03",0.52,0.1413,0.0032,0.0079,3.58,"13_6"
"1211","Zoe","Mage","MID","B",47.78,"-0.85",0.4935,0.8769,0.0298,0.019,2.59,"13_6"
"1212","Zoe","Mage","SUPPORT","D",37.57,"-0.91",0.4695,0.1046,0.0034,0.0185,2.09,"13_6"
"1213","Zyra","Mage","SUPPORT","A",49.73,"2.28",0.5197,0.8996,0.0296,0.02,2.15,"13_6"
"1214","Aatrox","Fighter","TOP","A",49.44,"-3.98",0.4749,0.9183,0.0455,0.0457,1.76,"13_7"
"1215","Ahri","Mage","MID","God",78.73,"7.26",0.5124,0.9565,0.1028,0.0364,2.72,"13_7"
"1216","Akali","Assassin","MID","A",54.33,"-0.47",0.4781,0.7417,0.0558,0.092,2.29,"13_7"
"1217","Akali","Assassin","TOP","C",38.97,"2.21",0.4641,0.2478,0.0183,0.092,1.97,"13_7"
"1218","Akshan","Marksman","MID","B",46.12,"-2.45",0.5057,0.6298,0.0247,0.0389,2.21,"13_7"
"1219","Akshan","Marksman","TOP","B",42.84,"0.24",0.5051,0.2753,0.0098,0.0389,1.95,"13_7"
"1220","Alistar","Tank","SUPPORT","A",47.87,"0.98",0.5025,0.8982,0.0358,0.01,2.48,"13_7"
"1221","Amumu","Tank","JUNGLE","B",45.22,"-2.76",0.5077,0.5595,0.0265,0.0251,2.7,"13_7"
"1222","Amumu","Tank","SUPPORT","B",42.89,"-2.02",0.5119,0.4249,0.0171,0.0251,2.1,"13_7"
"1223","Anivia","Mage","MID","A",47.59,"-5.46",0.5001,0.8163,0.0229,0.037,2.83,"13_7"
"1224","Anivia","Mage","SUPPORT","D",28.52,"-8.49",0.4569,0.121,0.003,0.0365,2.21,"13_7"
"1225","Annie","Mage","MID","S",55.63,"-1.55",0.5265,0.6338,0.0358,0.062,2.46,"13_7"
"1226","Annie","Mage","SUPPORT","B",45.3,"-8.91",0.5131,0.3275,0.0189,0.062,2.46,"13_7"
"1227","Aphelios","Marksman","ADC","B",43.51,"6.73",0.4813,0.9788,0.0888,0.0122,2.02,"13_7"
"1228","Ashe","Marksman","ADC","A",49.39,"-2.83",0.5156,0.7112,0.0721,0.0235,2.41,"13_7"
"1229","Ashe","Marksman","SUPPORT","D",37.1,"-4.3",0.4699,0.2615,0.0251,0.0235,2.11,"13_7"
"1230","Aurelion Sol","Mage","MID","God",72.23,"-9.82",0.513,0.888,0.0663,0.243,2.68,"13_7"
"1231","Azir","Mage","MID","D",35.61,"8.06",0.4607,0.8798,0.0216,0.0043,2.04,"13_7"
"1232","Bard","Support","SUPPORT","B",43.72,"-4.1",0.4945,0.9608,0.0205,0.0034,2.94,"13_7"
"1233","Bel'Veth","Fighter","JUNGLE","A",49.01,"0.1",0.5176,0.9148,0.0343,0.0565,2.4,"13_7"
"1234","Blitzcrank","Tank","SUPPORT","God",70.38,"10.9",0.5124,0.9719,0.0839,0.2339,2.42,"13_7"
"1235","Brand","Mage","SUPPORT","B",43.98,"-2.46",0.5011,0.7457,0.0312,0.0386,1.8,"13_7"
"1236","Brand","Mage","MID","D",36.81,"-3.28",0.4965,0.1636,0.0074,0.0424,1.96,"13_7"
"1237","Braum","Support","SUPPORT","B",43.97,"-2.66",0.4968,0.985,0.0222,0.0032,2.77,"13_7"
"1238","Caitlyn","Marksman","ADC","S",57.82,"-10.6",0.4792,0.9553,0.1287,0.1181,2.13,"13_7"
"1239","Camille","Fighter","TOP","A",52.23,"-1.77",0.4969,0.9399,0.0402,0.0208,1.96,"13_7"
"1240","Cassiopeia","Mage","MID","A",50.29,"-0.24",0.5259,0.7823,0.0256,0.028,2.25,"13_7"
"1241","Cassiopeia","Mage","TOP","B",43.27,"0.99",0.5182,0.1384,0.0049,0.028,1.93,"13_7"
"1242","Cho'Gath","Tank","TOP","S",56.6,"-2.28",0.5153,0.6581,0.0412,0.0189,2.09,"13_7"
"1243","Cho'Gath","Tank","MID","B",45.06,"-1.45",0.5253,0.165,0.0094,0.0189,2.43,"13_7"
"1244","Corki","Marksman","MID","D",31.11,"-4.6",0.4591,0.8843,0.0085,0.0017,2.13,"13_7"
"1245","Darius","Fighter","TOP","God",69.21,"-6.95",0.4816,0.93,0.0791,0.201,1.83,"13_7"
"1246","Diana","Fighter","JUNGLE","A",52.16,"-0.22",0.5079,0.6864,0.0485,0.0299,2.46,"13_7"
"1247","Diana","Fighter","MID","B",42.82,"-2.12",0.4959,0.2919,0.022,0.0299,2.12,"13_7"
"1248","Dr. Mundo","Marksman","TOP","S",55.07,"1.87",0.5268,0.842,0.0329,0.0317,1.93,"13_7"
"1249","Dr. Mundo","Marksman","JUNGLE","B",42.73,"-1.05",0.5348,0.1058,0.0045,0.0345,2.67,"13_7"
"1250","Draven","Fighter","ADC","B",45.92,"1.7",0.5056,0.9541,0.0591,0.2055,2.13,"13_7"
"1251","Ekko","Assassin","JUNGLE","S",57.45,"0.18",0.5059,0.6909,0.0587,0.0513,2.72,"13_7"
"1252","Ekko","Assassin","MID","B",44.83,"-0.57",0.4988,0.283,0.0234,0.0513,2.28,"13_7"
"1253","Elise","Mage","JUNGLE","B",45.06,"-1.13",0.4977,0.9531,0.03,0.0513,2.74,"13_7"
"1254","Evelynn","Assassin","JUNGLE","A",51.34,"-0.68",0.498,0.9761,0.0424,0.0987,2.88,"13_7"
"1255","Ezreal","Marksman","ADC","S",61.04,"-3.1",0.4819,0.9347,0.1472,0.0294,2.38,"13_7"
"1256","Fiddlesticks","Mage","JUNGLE","A",48.37,"-4.6",0.5022,0.8615,0.037,0.0402,2.74,"13_7"
"1257","Fiora","Fighter","TOP","S",61.1,"-4.34",0.5,0.9754,0.0591,0.1374,1.69,"13_7"
"1258","Fizz","Assassin","MID","S",59.28,"0.89",0.5142,0.9535,0.0514,0.0628,2.44,"13_7"
"1259","Galio","Tank","MID","A",49.01,"-1.04",0.5095,0.8062,0.0243,0.0052,2.73,"13_7"
"1260","Galio","Tank","SUPPORT","D",35.07,"-9.77",0.4876,0.138,0.0038,0.0045,2.3,"13_7"
"1261","Gangplank","Fighter","TOP","A",52.79,"-1.88",0.4929,0.7957,0.0421,0.0663,1.94,"13_7"
"1262","Gangplank","Fighter","MID","D",35.2,"-0.42",0.4754,0.1897,0.0107,0.0663,2.14,"13_7"
"1263","Garen","Fighter","TOP","A",53.23,"-1.21",0.4949,0.8589,0.044,0.0132,1.99,"13_7"
"1264","Gnar","Fighter","TOP","B",46.99,"0.78",0.4882,0.9658,0.0318,0.0054,1.88,"13_7"
"1265","Gragas","Fighter","JUNGLE","S",62.2,"3.67",0.5054,0.5598,0.0647,0.0785,2.95,"13_7"
"1266","Gragas","Fighter","TOP","A",49.9,"-0.98",0.4819,0.2892,0.0353,0.0785,2.15,"13_7"
"1267","Gragas","Fighter","MID","B",44.38,"-0.6",0.5084,0.1126,0.0129,0.0785,2.56,"13_7"
"1268","Graves","Marksman","JUNGLE","S",57.27,"11.54",0.4832,0.8617,0.0733,0.0374,2.6,"13_7"
"1269","Gwen","Fighter","TOP","A",49.57,"-0.8",0.4999,0.8876,0.0351,0.0151,1.72,"13_7"
"1270","Hecarim","Fighter","JUNGLE","S",64.84,"3.1",0.5056,0.9907,0.0721,0.1236,2.71,"13_7"
"1271","Heimerdinger","Mage","MID","C",41.21,"-2.14",0.5215,0.2336,0.0071,0.022,1.97,"13_7"
"1272","Heimerdinger","Mage","SUPPORT","C",40.74,"-3.15",0.5072,0.5213,0.0148,0.022,1.96,"13_7"
"1273","Heimerdinger","Mage","TOP","C",40.37,"1.56",0.5091,0.1699,0.0051,0.0224,1.68,"13_7"
"1274","Illaoi","Fighter","TOP","S",59.12,"-0.18",0.5073,0.94,0.0545,0.1181,1.47,"13_7"
"1275","Irelia","Fighter","TOP","A",52.56,"-0.84",0.4943,0.4827,0.0425,0.1348,1.59,"13_7"
"1276","Irelia","Fighter","MID","A",51.44,"-0.3",0.4996,0.4993,0.0431,0.1348,1.79,"13_7"
"1277","Ivern","Support","JUNGLE","C",37.52,"-1.99",0.4844,0.7989,0.0101,0.0035,3.31,"13_7"
"1278","Ivern","Support","SUPPORT","D",24.34,"-6.03",0.4329,0.1127,0.0013,0.0033,2.46,"13_7"
"1279","Janna","Support","SUPPORT","A",47.92,"-2.51",0.5045,0.9797,0.0257,0.0046,3.13,"13_7"
"1280","Jarvan IV","Tank","JUNGLE","God",90.36,"8.82",0.5289,0.9319,0.1068,0.1737,3.34,"13_7"
"1281","Jax","Fighter","TOP","God",73.14,"-2.4",0.5114,0.8427,0.0817,0.1547,1.71,"13_7"
"1282","Jax","Fighter","JUNGLE","C",37.71,"0.8",0.5077,0.126,0.0118,0.1547,2.22,"13_7"
"1283","Jayce","Fighter","TOP","S",60.5,"-0.96",0.4924,0.7586,0.0657,0.0415,1.82,"13_7"
"1284","Jayce","Fighter","MID","B",46.64,"2.15",0.5205,0.2228,0.0186,0.0415,2.21,"13_7"
"1285","Jhin","Marksman","ADC","S",62.99,"-2.9",0.5067,0.9588,0.12,0.028,2.91,"13_7"
"1286","Jinx","Marksman","ADC","God",94.32,"0.69",0.5205,0.9884,0.2311,0.0878,2.39,"13_7"
"1287","K'Sante","Fighter","TOP","A",54.19,"3.67",0.4736,0.883,0.0562,0.0444,1.95,"13_7"
"1288","Kai'Sa","Marksman","ADC","God",67.14,"-5.36",0.5007,0.9358,0.1536,0.0267,2.48,"13_7"
"1289","Kalista","Marksman","ADC","D",29.1,"3.68",0.4841,0.8893,0.0232,0.0057,2.22,"13_7"
"1290","Karma","Mage","SUPPORT","A",51.62,"-0.14",0.4825,0.8847,0.0598,0.0147,2.65,"13_7"
"1291","Karthus","Mage","ADC","C",39.5,"3.91",0.5435,0.2734,0.0108,0.0287,2.32,"13_7"
"1292","Karthus","Mage","JUNGLE","C",39.35,"-1.85",0.4967,0.5672,0.0198,0.0287,2.49,"13_7"
"1293","Karthus","Mage","MID","C",38.04,"0.79",0.5035,0.101,0.0032,0.024,2.27,"13_7"
"1294","Kassadin","Assassin","MID","B",44.06,"-2.08",0.491,0.9616,0.0215,0.0676,2.5,"13_7"
"1295","Katarina","Assassin","MID","God",81.76,"9",0.49,0.9521,0.1119,0.1609,2.25,"13_7"
"1296","Kayle","Fighter","TOP","A",48.3,"-0.74",0.5058,0.8199,0.027,0.0074,1.84,"13_7"
"1297","Kayle","Fighter","MID","B",44.32,"5.23",0.5365,0.1403,0.004,0.0074,2.27,"13_7"
"1298","Kayn","Fighter","JUNGLE","God",77.47,"9.57",0.5131,0.9649,0.1041,0.1153,2.45,"13_7"
"1299","Kennen","Mage","TOP","A",49.39,"0.53",0.5009,0.7898,0.0294,0.0188,2.01,"13_7"
"1300","Kennen","Mage","MID","B",44.65,"-3.11",0.531,0.1695,0.006,0.0188,2.38,"13_7"
"1301","Kha'Zix","Assassin","JUNGLE","A",52.85,"3.21",0.5026,0.9785,0.0523,0.0202,2.57,"13_7"
"1302","Kindred","Marksman","JUNGLE","A",51.14,"4.12",0.5029,0.9416,0.0502,0.0482,2.27,"13_7"
"1303","Kled","Fighter","TOP","A",52.05,"1.28",0.5124,0.8782,0.0271,0.0177,2.29,"13_7"
"1304","Kog'Maw","Marksman","ADC","D",35.15,"0.87",0.5203,0.8793,0.0173,0.0035,2.18,"13_7"
"1305","LeBlanc","Assassin","MID","S",55.91,"-2.15",0.4786,0.9169,0.0522,0.0909,2.83,"13_7"
"1306","Lee Sin","Fighter","JUNGLE","God",91.18,"-1.64",0.4849,0.927,0.1486,0.1148,2.69,"13_7"
"1307","Leona","Tank","SUPPORT","A",49.66,"-0.16",0.4983,0.9847,0.0457,0.0377,2.32,"13_7"
"1308","Lillia","Fighter","JUNGLE","A",48.59,"4.16",0.5245,0.8515,0.0243,0.0107,2.84,"13_7"
"1309","Lillia","Fighter","TOP","B",43.08,"4.69",0.5174,0.1154,0.0036,0.0114,2.01,"13_7"
"1310","Lissandra","Mage","MID","A",53.29,"2.17",0.5081,0.9425,0.0401,0.0154,2.48,"13_7"
"1311","Lucian","Marksman","ADC","B",45.2,"-0.33",0.5009,0.9192,0.0714,0.0167,2.29,"13_7"
"1312","Lulu","Support","SUPPORT","S",66.05,"9.51",0.4885,0.9786,0.0938,0.0826,2.94,"13_7"
"1313","Lux","Mage","SUPPORT","God",77.29,"16.72",0.5002,0.6932,0.1198,0.1194,2.41,"13_7"
"1314","Lux","Mage","MID","S",61.08,"0.46",0.5139,0.2792,0.0459,0.1194,2.91,"13_7"
"1315","Malphite","Tank","TOP","God",96.98,"-0.16",0.5239,0.7779,0.1077,0.2513,2.52,"13_7"
"1316","Malphite","Tank","MID","B",47.24,"0",0.5141,0.104,0.0141,0.2513,2.6,"13_7"
"1317","Malzahar","Mage","MID","A",50.67,"-3.84",0.5049,0.8983,0.0364,0.0473,2.24,"13_7"
"1318","Maokai","Tank","TOP","B",47.56,"4.06",0.5199,0.2099,0.0093,0.0131,2.38,"13_7"
"1319","Maokai","Tank","JUNGLE","B",46.62,"0.6",0.5195,0.4457,0.0185,0.0129,3.05,"13_7"
"1320","Maokai","Tank","SUPPORT","B",44.4,"-3.16",0.5196,0.3442,0.0143,0.0129,2.32,"13_7"
"1321","Master Yi","Assassin","JUNGLE","God",68.9,"7.22",0.5056,0.93,0.0813,0.1844,2.1,"13_7"
"1322","Milio","Support","SUPPORT","God",88.33,"-5.75",0.5136,0.9864,0.1282,0.1795,3.35,"13_7"
"1323","Miss Fortune","Marksman","ADC","A",52.56,"-0.64",0.5087,0.883,0.0941,0.0231,2.23,"13_7"
"1324","Mordekaiser","Fighter","TOP","God",71.33,"-0.35",0.5144,0.8525,0.0744,0.1278,1.93,"13_7"
"1325","Morgana","Mage","SUPPORT","S",62.27,"7.51",0.4927,0.9019,0.0652,0.2716,2.38,"13_7"
"1326","Nami","Support","SUPPORT","S",56.17,"3.34",0.5016,0.9939,0.0566,0.0089,3.11,"13_7"
"1327","Nasus","Fighter","TOP","S",56.36,"2.33",0.5099,0.815,0.044,0.0391,1.97,"13_7"
"1328","Nasus","Fighter","MID","C",40.22,"2.1",0.5148,0.1016,0.0038,0.0391,2.24,"13_7"
"1329","Nautilus","Tank","SUPPORT","S",66.97,"10.98",0.5041,0.9626,0.0925,0.1142,2.32,"13_7"
"1330","Neeko","Mage","MID","C",40.74,"-1.65",0.4985,0.5753,0.013,0.0046,2.29,"13_7"
"1331","Neeko","Mage","TOP","C",39.56,"3.43",0.5039,0.1113,0.0019,0.005,1.93,"13_7"
"1332","Neeko","Mage","SUPPORT","D",35.03,"-10.98",0.4916,0.2409,0.0055,0.005,1.98,"13_7"
"1333","Nidalee","Assassin","JUNGLE","B",46.61,"2.17",0.4869,0.893,0.039,0.0323,2.86,"13_7"
"1334","Nilah","Marksman","ADC","C",41.76,"4.47",0.5323,0.9581,0.0304,0.0435,2.27,"13_7"
"1335","Nocturne","Assassin","JUNGLE","S",57.75,"1.07",0.5211,0.9407,0.0518,0.0444,2.66,"13_7"
"1336","Nunu","Tank","JUNGLE","B",47.5,"-0.45",0.4942,0.9174,0.0404,0.0142,2.73,"13_7"
"1337","Olaf","Fighter","TOP","A",53.33,"-6.9",0.512,0.8577,0.0363,0.0622,1.81,"13_7"
"1338","Olaf","Fighter","JUNGLE","D",31.3,"-4.37",0.4917,0.1179,0.0044,0.0622,2.25,"13_7"
"1339","Orianna","Mage","MID","B",47.18,"-2.6",0.5015,0.9209,0.023,0.0019,2.75,"13_7"
"1340","Ornn","Tank","TOP","A",52.04,"-1.27",0.4961,0.9238,0.0347,0.0056,2.36,"13_7"
"1341","Pantheon","Fighter","TOP","A",53.59,"1.25",0.5147,0.3308,0.0323,0.0503,2.07,"13_7"
"1342","Pantheon","Fighter","MID","A",53.33,"-1.14",0.5186,0.356,0.0357,0.0503,2.33,"13_7"
"1343","Pantheon","Fighter","SUPPORT","D",36.9,"-4.5",0.4773,0.2056,0.0216,0.0503,1.92,"13_7"
"1344","Poppy","Tank","TOP","B",43.65,"0.53",0.5,0.4578,0.0128,0.0076,2.1,"13_7"
"1345","Poppy","Tank","JUNGLE","D",36.26,"-5.49",0.4899,0.4365,0.0123,0.0076,2.72,"13_7"
"1346","Pyke","Support","SUPPORT","S",60.83,"9.41",0.496,0.9538,0.0784,0.134,2.17,"13_7"
"1347","Qiyana","Assassin","MID","B",43.59,"-0.35",0.4854,0.8231,0.0306,0.0124,2.07,"13_7"
"1348","Qiyana","Assassin","JUNGLE","D",21.56,"-5.04",0.4459,0.1242,0.0044,0.0124,2.26,"13_7"
"1349","Quinn","Marksman","TOP","B",43.74,"0.03",0.508,0.7576,0.0115,0.0066,1.93,"13_7"
"1350","Quinn","Marksman","MID","C",39.24,"-1.64",0.5155,0.121,0.0017,0.0068,2.18,"13_7"
"1351","Rakan","Support","SUPPORT","God",76.01,"14.42",0.5261,0.9896,0.1051,0.0497,2.95,"13_7"
"1352","Rammus","Tank","JUNGLE","A",49.98,"-5.15",0.5148,0.7759,0.0276,0.0885,3.07,"13_7"
"1353","Rammus","Tank","TOP","C",39.27,"-2.1",0.5045,0.1918,0.0057,0.0922,1.57,"13_7"
"1354","Rek'Sai","Fighter","JUNGLE","C",38.24,"-2.7",0.4995,0.949,0.0143,0.0089,2.57,"13_7"
"1355","Rell","Tank","SUPPORT","B",44.83,"-2.35",0.5196,0.9832,0.0137,0.0028,2.48,"13_7"
"1356","Renata Glasc","Support","SUPPORT","B",45.2,"-4.38",0.5039,0.9904,0.0225,0.0079,2.7,"13_7"
"1357","Renekton","Fighter","TOP","B",46.5,"0.56",0.4792,0.852,0.0361,0.0212,1.77,"13_7"
"1358","Renekton","Fighter","MID","C",39.21,"3.72",0.5122,0.1308,0.0057,0.0212,2.01,"13_7"
"1359","Rengar","Assassin","JUNGLE","B",44.38,"-2.03",0.4877,0.7823,0.0382,0.0762,2.36,"13_7"
"1360","Rengar","Assassin","TOP","C",37.99,"-3.56",0.4787,0.1848,0.0097,0.0762,1.91,"13_7"
"1361","Riven","Fighter","TOP","S",54.84,"-3.56",0.4978,0.8958,0.0484,0.0206,1.87,"13_7"
"1362","Rumble","Fighter","MID","B",43.76,"-1.28",0.5092,0.4075,0.0131,0.0141,2.48,"13_7"
"1363","Rumble","Fighter","TOP","B",42.95,"0.99",0.493,0.4702,0.0145,0.0141,2.08,"13_7"
"1364","Ryze","Mage","TOP","C",42.35,"3.79",0.5129,0.1384,0.0033,0.0033,2.05,"13_7"
"1365","Ryze","Mage","MID","C",40.31,"-2.42",0.4837,0.8383,0.019,0.0033,2.32,"13_7"
"1366","Samira","Marksman","ADC","B",47.37,"-2.34",0.4979,0.9761,0.0699,0.1735,2.22,"13_7"
"1367","Sejuani","Tank","JUNGLE","A",51.18,"-2.6",0.503,0.8361,0.0385,0.0138,3.19,"13_7"
"1368","Sejuani","Tank","TOP","C",40.08,"-0.86",0.4905,0.1036,0.0046,0.0143,2.29,"13_7"
"1369","Senna","Marksman","SUPPORT","S",67.09,"8.57",0.5176,0.9294,0.0888,0.0352,2.59,"13_7"
"1370","Seraphine","Mage","SUPPORT","A",49.87,"0.87",0.5042,0.6882,0.0419,0.0126,2.45,"13_7"
"1371","Seraphine","Mage","ADC","B",43.38,"3.47",0.5395,0.2166,0.0105,0.0126,3.07,"13_7"
"1372","Sett","Fighter","TOP","S",58.62,"-5.3",0.4891,0.842,0.0639,0.0397,1.72,"13_7"
"1373","Shaco","Assassin","JUNGLE","S",57.78,"1.29",0.4904,0.7809,0.0577,0.176,2.68,"13_7"
"1374","Shaco","Assassin","SUPPORT","C",39.64,"-1.74",0.4984,0.1484,0.0103,0.176,2.27,"13_7"
"1375","Shen","Tank","TOP","S",62.37,"-0.69",0.515,0.852,0.0436,0.0083,3.03,"13_7"
"1376","Shyvana","Fighter","JUNGLE","C",41.65,"-1.22",0.5117,0.8086,0.0174,0.0041,2.53,"13_7"
"1377","Shyvana","Fighter","TOP","C",39.74,"1.77",0.5037,0.1373,0.0023,0.0041,1.94,"13_7"
"1378","Singed","Tank","MID","A",51.41,"-0.91",0.5582,0.1517,0.0037,0.0055,2.9,"13_7"
"1379","Singed","Tank","TOP","A",49.89,"-0.51",0.526,0.7478,0.0182,0.0055,2.03,"13_7"
"1380","Sion","Tank","TOP","God",67.28,"2.7",0.5224,0.8309,0.0717,0.033,1.75,"13_7"
"1381","Sivir","Marksman","ADC","C",39.61,"-0.28",0.5026,0.978,0.0429,0.0086,2.48,"13_7"
"1382","Skarner","Fighter","JUNGLE","C",39.31,"-5.62",0.5105,0.7955,0.0081,0.0017,2.76,"13_7"
"1383","Skarner","Fighter","TOP","D",36.22,"5.61",0.4778,0.1756,0.0015,0.0017,2.21,"13_7"
"1384","Sona","Support","SUPPORT","A",51.04,"1.6",0.5213,0.9769,0.0285,0.0015,2.9,"13_7"
"1385","Soraka","Support","SUPPORT","A",53.73,"2.15",0.5153,0.9575,0.0432,0.0141,2.78,"13_7"
"1386","Swain","Mage","SUPPORT","B",45.09,"-2.63",0.4914,0.6096,0.0345,0.0288,2.35,"13_7"
"1387","Swain","Mage","MID","B",44.25,"-3.77",0.5086,0.2278,0.0109,0.0288,2.74,"13_7"
"1388","Sylas","Mage","MID","S",64.76,"-1",0.4947,0.5464,0.0721,0.143,2.18,"13_7"
"1389","Sylas","Mage","JUNGLE","A",50.13,"1.35",0.4963,0.3387,0.0437,0.143,2.47,"13_7"
"1390","Syndra","Mage","MID","A",51.03,"-1.15",0.4947,0.9145,0.0428,0.0231,2.3,"13_7"
"1391","Tahm Kench","Support","TOP","A",50.13,"2.32",0.5121,0.6106,0.0191,0.0148,2.47,"13_7"
"1392","Tahm Kench","Support","SUPPORT","D",36.45,"-3.28",0.4868,0.3054,0.0077,0.0148,2.4,"13_7"
"1393","Taliyah","Mage","MID","C",41.9,"-1.65",0.5005,0.6772,0.0162,0.0043,2.23,"13_7"
"1394","Taliyah","Mage","JUNGLE","C",39.44,"1.3",0.5149,0.2026,0.0054,0.0043,2.79,"13_7"
"1395","Talon","Assassin","MID","A",49.41,"-2.39",0.5011,0.7019,0.0366,0.0244,2.19,"13_7"
"1396","Talon","Assassin","JUNGLE","D",36.09,"-1.99",0.4921,0.2673,0.014,0.0244,2.47,"13_7"
"1397","Taric","Support","SUPPORT","A",48.01,"-1.57",0.526,0.8839,0.0158,0.0033,2.81,"13_7"
"1398","Teemo","Marksman","TOP","A",54.44,"-3.47",0.5021,0.7416,0.0437,0.068,1.72,"13_7"
"1399","Thresh","Support","SUPPORT","God",91.59,"21.83",0.4969,0.98,0.1729,0.0969,2.57,"13_7"
"1400","Tristana","Marksman","ADC","B",46.84,"1.16",0.5112,0.7256,0.0657,0.0381,2.35,"13_7"
"1401","Tristana","Marksman","MID","B",44.69,"-0.13",0.5176,0.2357,0.0169,0.0381,2.08,"13_7"
"1402","Trundle","Fighter","JUNGLE","C",39.67,"-6.66",0.5045,0.7128,0.0146,0.0077,2.63,"13_7"
"1403","Trundle","Fighter","TOP","D",32.39,"1.47",0.4717,0.2359,0.0044,0.0077,1.52,"13_7"
"1404","Tryndamere","Fighter","TOP","B",46.27,"3.61",0.5031,0.7673,0.0237,0.0242,1.74,"13_7"
"1405","Tryndamere","Fighter","MID","C",40.48,"1.11",0.521,0.1417,0.004,0.0242,2.06,"13_7"
"1406","Twisted Fate","Mage","MID","B",43.58,"0.46",0.4903,0.9056,0.0245,0.0016,2.34,"13_7"
"1407","Twitch","Marksman","ADC","B",45.18,"0.71",0.5187,0.7159,0.0487,0.0722,2.46,"13_7"
"1408","Twitch","Marksman","SUPPORT","D",29.79,"-9.54",0.4533,0.1919,0.0131,0.0722,1.91,"13_7"
"1409","Udyr","Fighter","JUNGLE","A",47.56,"-0.71",0.5107,0.8477,0.0318,0.0567,2.58,"13_7"
"1410","Udyr","Fighter","TOP","D",37.39,"3.13",0.4917,0.1295,0.0049,0.0558,1.72,"13_7"
"1411","Urgot","Fighter","TOP","A",51.81,"6.7",0.5252,0.9052,0.0245,0.0104,1.99,"13_7"
"1412","Varus","Marksman","ADC","A",48.46,"2.48",0.5033,0.8805,0.0798,0.018,2.39,"13_7"
"1413","Vayne","Marksman","ADC","B",46.83,"-5.77",0.5085,0.7941,0.0716,0.0615,2.15,"13_7"
"1414","Vayne","Marksman","TOP","B",44.73,"0.09",0.5134,0.1761,0.0149,0.0615,1.66,"13_7"
"1415","Veigar","Mage","MID","S",64.54,"-4.51",0.5117,0.675,0.0646,0.1024,2.35,"13_7"
"1416","Veigar","Mage","ADC","C",40.61,"-4.55",0.5292,0.227,0.0206,0.1024,2.52,"13_7"
"1417","Vel'Koz","Mage","SUPPORT","B",44.88,"-0.8",0.5178,0.6651,0.0184,0.0047,2.24,"13_7"
"1418","Vel'Koz","Mage","MID","C",40.12,"-3.08",0.4984,0.2914,0.0079,0.0049,2.53,"13_7"
"1419","Vex","Mage","MID","A",54.36,"0.39",0.5137,0.9354,0.0394,0.0498,2.44,"13_7"
"1420","Vi","Fighter","JUNGLE","S",61.02,"-1.8",0.5144,0.951,0.0671,0.0429,2.51,"13_7"
"1421","Viego","Assassin","JUNGLE","S",60.08,"2.89",0.4945,0.9464,0.0779,0.0278,2.45,"13_7"
"1422","Viktor","Mage","MID","S",55.93,"-2.94",0.5068,0.9443,0.0498,0.031,2.29,"13_7"
"1423","Vladimir","Mage","MID","S",54.64,"1.38",0.511,0.7657,0.0418,0.0575,2.38,"13_7"
"1424","Vladimir","Mage","TOP","B",44.33,"3.74",0.5051,0.2178,0.0114,0.0575,2.1,"13_7"
"1425","Volibear","Fighter","TOP","C",39.58,"0.32",0.478,0.5059,0.0186,0.0085,1.71,"13_7"
"1426","Volibear","Fighter","JUNGLE","C",39.3,"-5.57",0.4983,0.452,0.0174,0.0085,2.61,"13_7"
"1427","Warwick","Fighter","JUNGLE","A",50.41,"1",0.5068,0.6456,0.0445,0.0619,2.23,"13_7"
"1428","Warwick","Fighter","TOP","B",44.02,"2.25",0.4996,0.3204,0.0175,0.0619,1.79,"13_7"
"1429","Wukong","Fighter","JUNGLE","S",60,"-11.93",0.507,0.8638,0.062,0.08,2.76,"13_7"
